sample_id,main_category,target_type,scenario_group,subscenario_desc,state_idlist,state_linkinfo,state_env,state_relativepath,state_tracker,expected_status,expected_ui_target_field,expected_ui_target_path,expected_execution_target_field,expected_execution_target_path,expected_tracker_status,target_file_relpath,target_file_exists_at_creation,sha256,lecmd_crosscheck,exiftool_crosscheck,system_output_status
CNEC_cmdc.cmd-007,CONFLICTING,.cmd,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_77893.cmd | EXEC=relative(PRESENT_EXISTS)->cmdc.cmd | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK relative=PRESENT_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: idlist,linkinfo,tracker | grup: >=2 outlier (idlist,linkinfo,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,PRESENT_EXISTS,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_77893.cmd,RelativePath,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,TRUE,28a3dad0dddfe5313422b180b2ae2144efeab633830d49b03ae7042aa18d82c5,SKIP,SKIP,CONFLICTING
CNEC_mp313.mp3-001,CONFLICTING,.mp3,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_24217.mp3 | EXEC=relative(PRESENT_EXISTS)->mp313.mp3 | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK relative=PRESENT_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: idlist,linkinfo,tracker | grup: >=2 outlier (idlist,linkinfo,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,PRESENT_EXISTS,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_24217.mp3,RelativePath,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp313.mp3,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp313.mp3,TRUE,30d541dff7380bdbc162937403e9fc5198d65cf04369e4132a431db488d34d08,SKIP,SKIP,CONFLICTING
CNEC_cmdc2.cmd-007,CONFLICTING,.cmd,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_86283.cmd | EXEC=relative(PRESENT_EXISTS)->cmdc2.cmd | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK relative=PRESENT_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: idlist,linkinfo,tracker | grup: >=2 outlier (idlist,linkinfo,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,PRESENT_EXISTS,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_86283.cmd,RelativePath,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,TRUE,edba393affb049f0c8ae02768bcfa5f04b839044aa1b14b7c84735ca5c308607,SKIP,SKIP,CONFLICTING
CNEC_mp323.mp3-001,CONFLICTING,.mp3,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_89930.mp3 | EXEC=relative(PRESENT_EXISTS)->mp323.mp3 | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK relative=PRESENT_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: idlist,linkinfo,tracker | grup: >=2 outlier (idlist,linkinfo,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,PRESENT_EXISTS,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_89930.mp3,RelativePath,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp323.mp3,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp323.mp3,TRUE,460f2929c470ebf607fac891925147dc2cf75a6fe1539c5b593533264515d16d,SKIP,SKIP,CONFLICTING
CNEC_exee.exe-007,CONFLICTING,.exe,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_78883.exe | EXEC=relative(PRESENT_EXISTS)->exee.exe | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK relative=PRESENT_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: idlist,linkinfo,tracker | grup: >=2 outlier (idlist,linkinfo,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,PRESENT_EXISTS,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_78883.exe,RelativePath,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,TRUE,3632ad909a175c95a3439936d28d684299fe03f0da2da5b8a10d8f3c3a29d577,SKIP,SKIP,CONFLICTING
CNEC_mp333.mp3-001,CONFLICTING,.mp3,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_37129.mp3 | EXEC=relative(PRESENT_EXISTS)->mp333.mp3 | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK relative=PRESENT_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: idlist,linkinfo,tracker | grup: >=2 outlier (idlist,linkinfo,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,PRESENT_EXISTS,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_37129.mp3,RelativePath,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp333.mp3,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp333.mp3,TRUE,6f580ee60147c7ed6c0f683c24cab566cf3d9534e6c94ba41f966062b2f1e123,SKIP,SKIP,CONFLICTING
CNEC_exee2.exe-007,CONFLICTING,.exe,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_31149.exe | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->exee2.exe | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_31149.exe,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,TRUE,7d99f77222904b321da1de0ba8b1d912a2f02ac745b4c73d78c1959465a53f52,MATCH,MATCH,CONFLICTING
CNEC_mp415.mp4-001,CONFLICTING,.mp4,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_86028.mp4 | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->mp415.mp4 | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_86028.mp4,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp415.mp4,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp415.mp4,TRUE,e8fd9bed1069749d46a4286ab1d4916a6c9871bf12f07f455d8796a60454a3dd,MATCH,MATCH,CONFLICTING
CNEC_vbsv.vbs-007,CONFLICTING,.vbs,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_70689.vbs | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->vbsv.vbs | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_70689.vbs,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,TRUE,3a5b2083e0276f9d37e55e349922119d79498bee222e8118f00ac049b3f0d463,MATCH,MATCH,CONFLICTING
CNEC_mp425.mp4-001,CONFLICTING,.mp4,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_19179.mp4 | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->mp425.mp4 | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_19179.mp4,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp425.mp4,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp425.mp4,TRUE,a83fced7a449436779e50971f4c5a289b16ff83bd61d064906b40937fc803b6e,MATCH,MATCH,CONFLICTING
CNEC_vbsv2.vbs-007,CONFLICTING,.vbs,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_92352.vbs | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->vbsv2.vbs | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_92352.vbs,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,TRUE,34aad27110ad836d2434b5a47a84a4b0139435e7f3e544da370107e7c8064c64,MATCH,MATCH,CONFLICTING
CNEC_mp435.mp4-001,CONFLICTING,.mp4,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_17175.mp4 | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->mp435.mp4 | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_17175.mp4,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp435.mp4,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp435.mp4,TRUE,487e8b8041e22e9ebb188da91981691b9f50414288e730f92034033109f28f9d,MATCH,MATCH,CONFLICTING
CNEC_cmdc.cmd-008,CONFLICTING,.cmd,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_53708.cmd | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->cmdc.cmd | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_53708.cmd,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,TRUE,94e9becdda930af675a8ac07b2567ed88a0a714dbe94b294c5d575431710acaa,MATCH,MATCH,CONFLICTING
CNEC_pdf14.pdf-001,CONFLICTING,.pdf,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_55753.pdf | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->pdf14.pdf | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_55753.pdf,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\pdf14.pdf,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\pdf14.pdf,TRUE,0f8434e41703a8eb07ef6e6c69ec096363f0a89906be51442fe45782ee28aa23,MATCH,MATCH,CONFLICTING
CNEC_cmdc2.cmd-008,CONFLICTING,.cmd,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_47900.cmd | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->cmdc2.cmd | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_47900.cmd,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,TRUE,83eb29f6f5e2b11505aa24f5e5057be67846ea6fd94251f497760a879174db55,MATCH,MATCH,CONFLICTING
CNEC_pdf24.pdf-001,CONFLICTING,.pdf,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_57150.pdf | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->pdf24.pdf | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_57150.pdf,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\pdf24.pdf,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\pdf24.pdf,TRUE,c93ca7afe994465e91889d16f01895f05ca40324f1e100827e1125e980c36af6,MATCH,MATCH,CONFLICTING
CNEC_exee.exe-008,CONFLICTING,.exe,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_37714.exe | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->exee.exe | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_37714.exe,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,TRUE,fb25d0112a44d1454fb4c46de13817f57454583419a823234952ff1d7f21431e,MATCH,MATCH,CONFLICTING
CNEC_pdf34.pdf-001,CONFLICTING,.pdf,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_89015.pdf | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->pdf34.pdf | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_89015.pdf,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\pdf34.pdf,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\pdf34.pdf,TRUE,308443aae0e7f80dc6f2dbcf133f437e618918d5b1bce2a84434c070e24a81bf,MATCH,MATCH,CONFLICTING
CNEC_exee2.exe-008,CONFLICTING,.exe,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_25862.exe | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->exee2.exe | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_25862.exe,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,TRUE,6986cf1db2270c03e7569c08fd96e683a9d0c68c5d393bcdae444cc5023900ac,MATCH,MATCH,CONFLICTING
CNEC_png12.png-001,CONFLICTING,.png,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_30583.png | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->png12.png | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_30583.png,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\png12.png,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\png12.png,TRUE,db87338e2af82356d86b1bb34bd47212f661b03716e359ede88af281562646eb,MATCH,MATCH,CONFLICTING
CNEC_vbsv.vbs-008,CONFLICTING,.vbs,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_15988.vbs | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->vbsv.vbs | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_15988.vbs,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,TRUE,14347c7474897a975dc282bddd42778d4875a295fe7b6a2599bfdab8755cb8ca,MATCH,MATCH,CONFLICTING
CNEC_png22.png-001,CONFLICTING,.png,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_75081.png | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->png22.png | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_75081.png,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\png22.png,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\png22.png,TRUE,353f0b67e147a5b78a87c996c37a2399c597acd001eb58208924af2fbc5ddab0,MATCH,MATCH,CONFLICTING
CNEC_vbsv2.vbs-008,CONFLICTING,.vbs,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_92540.vbs | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->vbsv2.vbs | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_92540.vbs,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,TRUE,c5b32231c8cf8300da3ca8b7d249684434d67cfacbd9bd7bb3f5d5eb8f570358,MATCH,MATCH,CONFLICTING
CNEC_png32.png-001,CONFLICTING,.png,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_NOT_FOUND)->__NOTFOUND_77861.png | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->png32.png | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_COMMAND_LIKE tracker=PRESENT_INVALID | tracker=INVALID | outlier: env,idlist,tracker | grup: >=2 outlier (env,idlist,tracker) -> conflict/special",PRESENT_NOT_FOUND,PRESENT_LOCAL_EXISTS,PRESENT_COMMAND_LIKE,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_77861.png,LinkInfo,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\png32.png,PRESENT_INVALID,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\png32.png,TRUE,05224138b097b3e5b3c71c3d4ae2d6d735e821f447a53c5df9d9e8b666d4b546,MATCH,MATCH,CONFLICTING
